MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating
2016-01-01,1603,28,Female,C20,Master,66465,2015-10-14,2016-01-23,1,1,0,1
2017-05-01,1605,42,Male,C16,College,50832,2017-05-05,,1,1,0,3
2016-01-01,1606,42,Female,C12,Bachelor,99127,2011-08-22,,1,3,391200,2
2017-01-01,1607,26,Male,C15,Master,77477,2017-01-10,,3,3,0,2
2016-12-01,1609,22,Female,C5,College,12987,2016-11-29,,1,1,0,1
2016-06-01,1610,38,Male,C7,Bachelor,116218,2016-05-30,,2,4,0,1
2016-01-01,1611,31,Male,C4,Bachelor,23537,2015-01-08,,1,1,339000,4
2016-01-01,1612,33,Male,C27,College,69697,2015-10-14,,2,2,103240,1
2017-01-01,1613,32,Male,C26,College,45531,2017-01-25,,2,2,0,1
2016-01-01,1614,42,Male,C27,Bachelor,20797,2015-07-09,2016-01-14,2,2,0,1
2016-01-01,1616,44,Male,C14,Bachelor,100297,2014-10-23,,5,5,0,1
2017-03-01,1617,34,Male,C3,Master,45153,2017-03-13,,1,1,0,1
2017-11-01,1618,29,Male,C1,Bachelor,56985,2017-11-03,,2,2,0,1
2017-12-01,1619,33,Female,C16,College,44706,2017-12-08,,2,2,0,1
2016-01-01,1621,27,Male,C25,Master,29043,2015-01-19,,1,1,0,4
2017-10-01,1622,35,Male,C20,College,21412,2017-09-28,,2,2,0,1
2016-01-01,1623,35,Male,C5,Master,94437,2012-08-02,,1,3,484610,2
2016-01-01,1624,30,Female,C13,Bachelor,72989,2015-12-02,,3,3,101850,1
2017-11-01,1625,40,Male,C29,Master,56380,2017-11-22,,3,3,0,1
2017-11-01,1626,40,Male,C1,Master,113174,2017-11-03,,4,4,0,1
2016-07-01,1627,31,Male,C1,Bachelor,34473,2016-06-28,,2,2,0,1
2017-04-01,1628,37,Male,C27,College,35189,2017-04-20,,3,3,0,1
2016-01-01,1629,37,Male,C12,College,112424,2011-08-01,,2,4,2488030,2
2016-12-01,1630,35,Female,C28,Bachelor,98568,2016-12-12,,2,2,0,1
2016-01-01,1631,23,Female,C6,Master,71984,2015-01-13,,1,3,602450,3
2017-12-01,1632,36,Female,C3,Bachelor,81876,2017-12-06,,2,2,0,1
2016-12-01,1633,30,Female,C29,College,52126,2016-11-29,,2,2,0,1
2017-09-01,1634,22,Female,C21,Bachelor,40818,2017-09-14,,1,1,0,1
2016-01-01,1635,29,Male,C20,College,13417,2015-12-31,,1,1,110280,1
2017-04-01,1636,31,Male,C12,Master,61712,2017-03-29,,3,3,0,1
2017-08-01,1637,34,Female,C1,Master,68209,2017-08-03,,3,3,0,1
2016-04-01,1638,31,Female,C2,Bachelor,122837,2016-04-11,,3,3,0,4
2016-01-01,1639,46,Male,C8,Bachelor,50533,2015-09-01,,1,1,202980,1
2016-11-01,1640,27,Male,C28,Bachelor,88169,2016-11-09,,3,3,0,1
2016-01-01,1642,48,Male,C29,Master,55774,2015-09-05,,2,2,796970,1
2016-01-01,1643,36,Male,C25,Bachelor,47992,2015-09-10,,1,1,150000,1
2016-01-01,1644,46,Female,C9,Bachelor,105513,2011-04-28,,2,4,1051620,2
2016-10-01,1645,24,Male,C3,College,15822,2016-10-04,,1,1,0,1
2017-05-01,1646,33,Female,C1,Master,74903,2017-05-15,,3,3,0,1
2016-01-01,1647,25,Male,C3,Master,36114,2015-09-03,,1,1,306050,1
2017-12-01,1650,31,Female,C23,College,34600,2017-12-11,,2,2,0,1
2016-01-01,1651,42,Male,C18,College,21942,2015-10-21,,1,1,408590,2
2017-05-01,1652,33,Male,C3,Bachelor,127193,2017-05-01,,3,3,0,1
2017-04-01,1653,32,Female,C19,College,16486,2017-04-27,,1,1,0,1
2016-01-01,1655,32,Female,C11,Bachelor,43252,2012-08-06,,1,2,108010,2
2016-01-01,1657,38,Male,C10,College,100892,2012-09-06,,1,4,788970,2
2016-11-01,1658,29,Female,C22,Master,34234,2016-11-21,,1,1,0,1
2016-08-01,1659,25,Female,C22,Bachelor,60688,2016-08-01,,2,2,0,1
2016-01-01,1661,42,Male,C20,Bachelor,21898,2013-05-17,,1,1,237510,1
2016-01-01,1662,41,Female,C1,College,120954,2012-09-20,,1,3,935840,2
2016-11-01,1663,36,Male,C5,Master,59481,2016-11-19,,2,2,0,1
2016-01-01,1664,51,Female,C27,Bachelor,91839,2013-01-28,,1,4,689700,2
2017-04-01,1665,34,Male,C12,Bachelor,52175,2017-04-26,,2,2,0,1
2017-08-01,1666,34,Male,C21,Bachelor,42844,2017-07-31,,2,2,0,1
2016-04-01,1667,42,Male,C29,Bachelor,58534,2016-04-02,,3,3,0,1
2016-08-01,1668,32,Female,C15,College,52635,2016-08-09,,2,2,0,1
2016-09-01,1669,21,Male,C25,College,11068,2016-09-08,,1,1,0,1
2016-01-01,1670,33,Female,C1,Bachelor,24875,2015-03-07,,1,1,909420,3
2016-12-01,1671,29,Female,C9,College,62689,2016-12-02,,3,3,0,1
2016-01-01,1672,36,Female,C14,Bachelor,115978,2014-01-06,,4,4,0,1
2016-01-01,1673,51,Female,C14,Master,81784,2015-06-23,,1,2,793760,2
2016-10-01,1674,34,Female,C1,Master,21627,2016-10-18,,1,1,0,1
2016-01-01,1675,40,Female,C14,Master,53930,2015-07-13,,1,1,1687970,4
2017-08-01,1676,35,Female,C27,Master,70831,2017-08-02,,2,2,0,1
2016-01-01,1677,33,Female,C10,Master,123255,2015-01-03,,2,2,4513790,4
2016-01-01,1678,32,Male,C16,College,41305,2014-11-29,,2,2,0,1
2016-01-01,1679,34,Male,C12,Master,55285,2015-07-27,,1,2,905090,3
2017-01-01,1680,31,Female,C9,Bachelor,65299,2017-01-04,,2,2,0,1
2016-01-01,1681,29,Male,C18,Master,40325,2015-08-20,,1,1,250000,1
2017-06-01,1682,23,Male,C24,Master,48711,2017-05-29,,2,2,0,1
2017-05-01,1683,39,Female,C9,College,100798,2017-05-01,,3,3,0,1
2016-01-01,1685,33,Female,C25,Bachelor,56916,2015-08-04,,1,1,1260390,3
2017-06-01,1686,34,Male,C15,College,30959,2017-06-09,,1,1,0,1
2017-02-01,1687,33,Male,C3,Master,45207,2017-02-09,,1,1,0,2
2016-08-01,1688,28,Male,C28,Master,65448,2016-08-22,,2,2,0,1
2016-06-01,1689,36,Female,C3,Master,50809,2016-06-22,,3,3,0,1
2016-01-01,1690,34,Male,C28,Bachelor,87794,2010-10-09,,2,3,1030000,2
2016-08-01,1692,34,Male,C3,Master,82666,2016-08-02,,3,3,0,1
2017-01-01,1693,33,Female,C21,Bachelor,48656,2017-01-09,,2,2,0,2
2016-01-01,1694,28,Male,C15,Bachelor,61789,2013-04-22,,1,2,281160,2
2017-03-01,1695,34,Male,C2,Master,94933,2017-03-17,,3,3,0,1
2017-09-01,1696,43,Female,C8,Master,51246,2017-08-29,,2,2,0,1
2017-02-01,1697,26,Female,C14,College,57627,2017-02-03,,1,1,0,1
2017-07-01,1699,30,Female,C21,College,14166,2017-07-03,,1,1,0,1
2016-12-01,1701,32,Female,C9,College,17234,2016-12-19,,1,1,0,1
2016-01-01,1702,38,Male,C3,College,45148,2016-01-11,,2,2,0,1
2016-07-01,1703,27,Female,C2,College,39434,2016-07-28,,1,1,0,1
2016-01-01,1704,29,Female,C18,Bachelor,114651,2015-03-21,,1,3,2601060,4
2017-05-01,1706,30,Female,C16,Master,104897,2017-05-09,,3,3,0,1
2017-09-01,1707,34,Female,C6,College,21129,2017-09-11,,1,1,0,1
2017-12-01,1708,25,Male,C19,College,57063,2017-12-15,,2,2,0,1
2016-08-01,1709,33,Male,C17,College,35823,2016-08-04,,1,1,0,1
2017-10-01,1710,43,Female,C7,Bachelor,121239,2017-10-02,,3,3,0,3
2017-09-01,1712,27,Male,C18,Bachelor,104754,2017-09-04,,3,3,0,1
2016-01-01,1714,26,Male,C26,Bachelor,39559,2013-01-28,,1,2,579620,3
2016-01-01,1715,29,Male,C23,College,66935,2016-01-12,,2,2,0,1
2016-01-01,1716,32,Female,C7,College,89503,2013-05-17,,1,4,1947560,3
2017-05-01,1717,24,Male,C2,Master,27693,2017-05-22,,1,1,0,1
2016-01-01,1718,34,Female,C26,College,95658,2010-10-02,,2,4,0,1
2016-01-01,1719,45,Female,C3,College,44497,2015-10-01,,1,1,458850,2
2016-12-01,1720,32,Male,C29,College,73122,2016-12-10,,3,3,0,1
2016-01-01,1721,36,Female,C5,College,26206,2015-09-12,,2,2,0,1
2016-01-01,1722,40,Male,C27,Master,76806,2012-07-30,,1,3,100150,1
2017-11-01,1723,29,Male,C1,Bachelor,29283,2017-10-30,,1,1,0,1
2017-09-01,1724,39,Male,C1,Bachelor,56536,2017-09-12,,2,2,0,1
2017-10-01,1725,25,Male,C2,College,47565,2017-09-28,,2,2,0,1
2016-06-01,1726,29,Male,C8,Bachelor,39121,2016-06-06,,1,1,0,1
2016-01-01,1727,34,Male,C1,College,29359,2015-06-18,2016-01-01,1,1,0,1
2017-10-01,1728,40,Male,C24,Master,43047,2017-10-18,,2,2,0,1
2016-01-01,1729,38,Female,C11,College,96317,2011-10-31,,1,3,932610,2
2016-01-01,1730,42,Male,C9,College,51579,2015-05-26,2016-01-11,1,1,0,1
2016-01-01,1731,29,Female,C28,College,61343,2010-09-27,2016-01-07,1,5,0,1
2016-01-01,1732,39,Female,C10,Bachelor,42723,2015-06-09,2016-01-20,1,1,0,1
2016-01-01,1733,41,Male,C8,Master,41276,2013-04-25,,1,1,686860,3
2016-01-01,1734,25,Male,C19,Master,22575,2015-01-13,,1,1,530560,3
2017-07-01,1735,30,Male,C21,Bachelor,91787,2017-07-14,,3,3,0,1
2016-01-01,1736,32,Male,C27,Bachelor,49122,2015-12-21,,1,1,0,1
2017-04-01,1737,29,Male,C10,Bachelor,31773,2017-04-11,,1,1,0,1
2016-01-01,1738,27,Male,C26,Bachelor,53928,2013-04-17,,1,1,1573160,4
2017-06-01,1739,30,Male,C7,Bachelor,56867,2017-05-22,,2,2,0,1
2017-12-01,1740,27,Female,C22,Master,53857,2017-12-05,,1,1,0,1
2017-06-01,1741,39,Male,C12,Bachelor,95139,2017-05-29,,3,3,0,1
2017-05-01,1742,32,Female,C27,Master,95822,2017-05-17,,3,3,0,1
2016-01-01,1743,37,Male,C18,College,45163,2015-08-11,,2,2,753570,3
2016-01-01,1744,23,Male,C22,College,47072,2015-08-31,2016-01-02,1,1,0,1
2016-01-01,1745,29,Male,C18,Master,149637,2011-12-19,,2,4,400000,2
2016-01-01,1746,49,Female,C12,Master,38478,2015-09-24,,1,2,770320,2
2016-01-01,1749,32,Female,C1,Master,33681,2013-08-08,,1,1,202710,1
2016-09-01,1751,30,Male,C5,Master,60847,2016-08-30,,2,2,0,1
2017-04-01,1752,34,Female,C15,Bachelor,80094,2017-04-17,,3,3,0,1
2016-01-01,1753,39,Male,C13,College,47598,2012-07-19,,1,1,742160,3
2016-01-01,1754,25,Female,C10,Master,42975,2016-01-09,,1,1,0,1
2016-11-01,1755,29,Male,C2,Bachelor,37995,2016-11-12,,2,2,0,1
2016-01-01,1756,40,Female,C13,Bachelor,51016,2014-11-13,,2,3,665730,2
2017-03-01,1757,34,Female,C3,Bachelor,31500,2017-03-11,,1,1,485570,2
2017-01-01,1758,40,Male,C27,Master,67685,2016-12-30,,3,3,0,1
2016-01-01,1759,31,Male,C28,Master,22738,2015-08-18,2016-01-11,1,1,0,1
2016-01-01,1760,30,Male,C4,Bachelor,30996,2015-12-02,,1,1,0,1
2016-01-01,1761,39,Male,C20,Master,149354,2013-02-18,,5,5,0,1
2016-12-01,1763,22,Female,C12,College,33042,2016-11-30,,1,1,0,1
2017-08-01,1764,38,Male,C7,Master,76804,2017-08-03,,3,3,540070,1
2017-10-01,1766,32,Male,C20,Bachelor,23221,2017-10-24,,3,3,0,1
2016-01-01,1769,32,Male,C2,Master,45609,2015-07-08,,1,1,0,1
2016-01-01,1770,36,Female,C4,Master,84737,2013-05-02,,1,3,3798310,4
2017-03-01,1771,34,Female,C15,College,40685,2017-03-01,,2,2,0,1
2016-01-01,1773,27,Female,C11,Master,81385,2015-05-18,,1,2,302180,1
2017-07-01,1774,35,Male,C23,Master,83242,2017-06-19,,2,2,0,1
2017-11-01,1775,37,Female,C18,Bachelor,85332,2017-10-30,,3,3,0,1
2017-07-01,1776,36,Male,C11,Master,73566,2017-07-25,,2,2,0,4
2016-01-01,1778,28,Male,C3,Master,47980,2015-06-15,,2,2,300150,2
2017-07-01,1779,27,Male,C3,College,59205,2017-07-04,,1,1,0,2
2017-02-01,1781,38,Male,C25,Master,91064,2017-02-06,,3,3,0,1
2016-01-01,1782,39,Female,C18,Bachelor,101227,2012-11-12,,1,3,906700,2
2016-01-01,1783,43,Male,C14,College,49744,2015-07-31,,1,2,992490,3
2016-01-01,1784,30,Female,C23,Master,58671,2013-11-25,,1,2,479790,1
2017-08-01,1785,31,Male,C27,Bachelor,67067,2017-07-31,,3,3,0,1
2016-01-01,1786,24,Male,C9,Bachelor,63577,2015-09-23,,1,1,641460,2
2016-12-01,1788,32,Female,C4,Bachelor,49696,2016-12-05,,2,2,0,1
2016-07-01,1789,31,Male,C25,Bachelor,22875,2016-07-04,,1,1,0,1
2017-11-01,1791,41,Male,C29,Bachelor,54377,2017-11-17,,2,2,0,1
2016-01-01,1792,39,Male,C26,College,61613,2015-07-17,,3,3,1503620,2
2017-05-01,1793,27,Female,C24,Master,48734,2017-05-17,,2,2,0,1
2016-01-01,1795,29,Male,C14,Bachelor,60764,2015-01-22,,2,3,0,1
2016-10-01,1796,37,Male,C6,Master,62204,2016-10-08,,2,2,0,1
2016-12-01,1797,25,Male,C8,Bachelor,45526,2016-12-15,,1,1,0,1
2016-10-01,1800,31,Male,C3,Bachelor,35542,2016-10-08,,2,2,0,1
2017-07-01,1801,26,Female,C16,Bachelor,57714,2017-05-30,,1,1,0,2
2017-11-01,1802,25,Male,C18,Master,26520,2017-11-06,,2,2,0,1
2016-01-01,1803,33,Male,C3,Master,52914,2015-05-09,,1,1,-1590270,1
2017-10-01,1804,30,Male,C15,Master,86813,2017-10-04,,3,3,0,1
2017-06-01,1805,39,Male,C19,College,59636,2017-05-29,,3,3,0,1
2017-09-01,1807,29,Male,C2,Bachelor,16581,2017-09-19,,1,1,0,1
2016-01-01,1808,51,Male,C6,Bachelor,65754,2015-09-09,,3,3,1962380,2
2016-06-01,1809,37,Male,C22,Bachelor,75835,2016-06-15,,2,4,0,1
2016-01-01,1810,36,Male,C13,College,90743,2015-10-05,,1,3,8224260,4
2016-01-01,1811,35,Male,C9,Master,66631,2014-06-30,,1,2,1921600,4
2017-12-01,1812,35,Female,C23,College,51267,2017-12-13,,3,3,0,1
2016-07-01,1813,43,Male,C14,Master,88204,2016-07-12,,4,4,0,2
2016-01-01,1814,25,Female,C4,College,125011,2013-01-28,,1,4,2719950,3
2017-09-01,1815,32,Male,C3,Bachelor,44108,2017-09-14,,2,2,0,1
2016-01-01,1816,27,Female,C7,College,53920,2015-10-19,,1,1,101890,1
2016-01-01,1817,39,Female,C8,Bachelor,58322,2012-07-26,,1,2,1094010,3
2017-05-01,1818,30,Male,C25,Master,25579,2017-05-15,,2,2,0,1
2017-09-01,1819,23,Male,C16,Bachelor,30342,2017-08-29,,1,1,0,1
2016-01-01,1820,37,Female,C20,Bachelor,57083,2015-12-10,2016-01-26,2,2,0,1
2016-01-01,1823,43,Male,C25,College,46309,2015-08-05,,2,2,115420,1
2016-01-01,1824,22,Male,C26,College,27023,2015-09-23,,1,1,384000,3
2016-01-01,1825,51,Male,C13,College,11943,2015-05-30,,1,1,305400,1
2016-07-01,1826,31,Male,C7,Bachelor,145483,2016-07-01,,3,3,0,2
2017-09-01,1828,34,Male,C16,College,46866,2017-09-06,,3,3,0,1
2016-01-01,1829,32,Female,C2,Bachelor,53181,2015-12-02,,1,1,0,1
2017-02-01,1830,33,Male,C6,College,30044,2017-01-30,,1,1,84000,2
2017-07-01,1831,38,Male,C5,Bachelor,42960,2017-07-13,,3,3,0,1
2016-01-01,1832,40,Male,C4,Master,136307,2015-06-05,,5,5,0,1
2016-07-01,1834,39,Male,C17,College,39994,2016-06-29,2016-07-12,2,2,0,1
2016-01-01,1835,28,Male,C1,Master,42507,2015-05-07,,1,2,662100,2
2017-05-01,1836,34,Female,C20,College,48546,2017-05-22,,2,2,0,1
2017-06-01,1837,30,Male,C15,College,80368,2017-06-19,,2,2,0,1
2016-01-01,1838,28,Female,C7,Master,22095,2015-09-14,,1,1,101980,1
2017-10-01,1839,38,Male,C2,College,15861,2017-10-27,,1,1,0,1
2016-01-01,1840,29,Female,C6,Bachelor,34712,2014-11-21,,1,2,854500,3
2016-01-01,1841,31,Male,C24,College,123565,2011-09-02,,1,3,3250000,3
2017-07-01,1842,28,Female,C23,College,68837,2017-06-29,,2,2,0,1
2017-02-01,1843,35,Male,C6,College,113857,2017-02-11,,3,3,0,1
2016-01-01,1844,41,Female,C1,Bachelor,17476,2015-12-21,,1,1,0,1
2016-01-01,1845,30,Male,C9,Master,45811,2015-05-20,,1,2,303130,2
2017-06-01,1846,38,Female,C3,Bachelor,41504,2017-06-26,,2,2,0,1
2016-01-01,1847,33,Female,C24,Bachelor,26160,2015-05-12,,1,1,304100,1
2016-11-01,1848,28,Male,C13,Master,40671,2016-11-04,,1,1,0,1
2016-01-01,1849,31,Male,C6,Master,53062,2015-01-22,,1,2,913770,4
2017-05-01,1850,34,Female,C20,Master,80779,2017-05-05,,2,2,0,1
2016-01-01,1851,41,Female,C21,College,54180,2015-11-18,,2,2,290830,1
2016-01-01,1852,54,Male,C3,Bachelor,69118,2015-06-15,,1,2,1300460,2
2016-01-01,1853,26,Male,C29,Master,140833,2012-08-09,,1,4,1331030,3
2016-01-01,1854,43,Male,C21,College,53355,2012-07-19,,1,2,880710,2
2016-12-01,1855,30,Male,C17,Master,54971,2016-12-02,,2,2,0,1
2016-01-01,1856,49,Female,C1,Bachelor,59431,2014-12-02,,1,4,1230800,4
2016-07-01,1858,25,Female,C28,Master,48860,2016-06-29,,1,1,1199000,4
2016-01-01,1859,33,Male,C22,College,37209,2014-12-15,,1,1,420530,2
2016-12-01,1860,34,Male,C14,Bachelor,37704,2016-12-01,,2,2,0,1
2016-01-01,1861,39,Male,C16,College,41796,2015-05-07,2016-01-28,1,1,0,1
2016-01-01,1862,44,Female,C25,College,55815,2016-01-14,,2,2,0,1
2017-08-01,1863,29,Male,C27,Bachelor,78511,2017-08-09,,2,2,0,1
2016-01-01,1864,32,Female,C29,Bachelor,85688,2011-08-11,,1,3,3414220,3
2016-01-01,1865,41,Male,C11,Master,51764,2015-11-30,,2,2,1107940,2
2016-12-01,1866,33,Male,C12,Bachelor,38416,2016-12-10,,1,1,0,1
2016-01-01,1867,25,Female,C20,Master,90560,2014-02-05,,1,3,400000,1
2016-01-01,1868,43,Female,C27,College,78444,2013-03-27,,1,3,607150,1
2017-01-01,1869,32,Female,C21,Bachelor,127737,2017-01-04,,3,3,0,1
2017-08-01,1871,28,Male,C5,College,42573,2017-07-31,,2,2,271540,3
2017-03-01,1872,35,Female,C12,College,63739,2017-03-27,,3,3,0,1
2017-10-01,1873,33,Female,C8,College,53926,2017-10-02,,2,2,0,1
2016-01-01,1874,36,Male,C26,Bachelor,55601,2015-05-09,,2,2,785030,2
2016-01-01,1875,43,Female,C2,Master,74090,2013-01-21,,1,3,1359480,3
2016-01-01,1876,37,Male,C15,Bachelor,18948,2015-05-02,,1,1,0,1
2016-05-01,1877,39,Female,C26,College,116992,2016-04-29,,1,4,0,4
2016-01-01,1878,29,Female,C6,College,43578,2015-12-10,,2,2,815110,2
2016-01-01,1879,45,Male,C21,Bachelor,77647,2014-11-01,,3,3,1712600,2
2017-12-01,1880,33,Female,C14,College,66854,2017-12-11,,2,2,0,1
2016-11-01,1882,33,Male,C17,Bachelor,52471,2016-11-18,,3,3,0,1
2016-12-01,1883,34,Female,C12,College,53123,2016-12-28,,3,3,0,1
2017-06-01,1884,30,Male,C24,Bachelor,44443,2017-05-29,,1,1,0,1
2016-01-01,1886,29,Male,C16,Bachelor,18192,2015-07-13,,1,1,592920,3
2016-01-01,1887,33,Male,C20,Bachelor,27895,2014-02-07,,1,2,250000,1
2017-02-01,1888,26,Female,C20,College,41255,2017-02-04,,2,2,0,2
2017-02-01,1889,30,Female,C10,College,39830,2017-02-01,,2,2,0,1
2016-07-01,1890,32,Female,C14,Bachelor,79599,2016-07-22,,3,3,0,1
2016-01-01,1891,33,Female,C27,Bachelor,79239,2015-11-06,2016-01-04,3,3,0,1
2016-01-01,1892,42,Male,C19,Master,67732,2012-07-19,,1,2,928070,3
2016-01-01,1893,38,Male,C26,Bachelor,132819,2014-01-20,,5,5,0,1
2017-02-01,1894,33,Female,C7,Master,51264,2017-02-09,,3,3,0,1
2017-06-01,1895,26,Male,C28,Master,33721,2017-06-24,,1,1,0,1
2016-01-01,1896,41,Female,C15,College,71593,2015-12-07,2016-01-28,2,2,0,1
2016-04-01,1897,32,Male,C16,Master,123750,2016-04-07,,2,4,0,1
2016-09-01,1898,37,Male,C16,College,36230,2016-08-31,,3,3,0,1
2016-01-01,1899,30,Male,C15,Master,57581,2014-11-26,,1,1,109500,1
2016-11-01,1900,29,Male,C13,College,24538,2016-11-17,,1,1,0,1
2016-07-01,1901,28,Male,C11,Master,96265,2016-07-11,,3,3,0,1
2017-08-01,1902,35,Female,C9,College,39246,2017-08-07,,2,2,0,1
2016-01-01,1904,27,Male,C14,College,29148,2013-06-03,,2,2,483350,2
2017-08-01,1905,28,Male,C5,Master,68418,2017-08-04,,3,3,0,1
2016-01-01,1906,34,Male,C23,Bachelor,76092,2015-02-19,,2,3,2282000,3
2017-08-01,1908,27,Female,C8,College,29660,2017-08-15,,2,2,0,1
2016-11-01,1909,31,Female,C21,Master,36661,2016-11-03,,3,3,0,1
2016-11-01,1911,40,Female,C15,Master,96143,2016-11-02,,3,3,0,1
2016-01-01,1912,24,Female,C1,College,74589,2012-07-16,,1,3,0,1
2016-01-01,1913,34,Male,C26,College,32285,2014-12-08,,2,2,264050,1
2017-05-01,1914,32,Male,C3,Master,48010,2017-05-24,,1,1,0,1
2016-01-01,1916,37,Female,C16,Master,34619,2015-05-18,,1,1,418710,2
2016-01-01,1917,30,Male,C4,Master,27867,2015-06-18,,1,1,1793820,3
2016-01-01,1918,29,Female,C21,College,66428,2014-08-14,,1,2,514480,3
2016-10-01,1919,33,Male,C21,Master,41169,2016-09-28,,3,3,0,1
2016-11-01,1922,27,Male,C20,Bachelor,25605,2016-10-31,,2,2,0,1
2016-01-01,1924,30,Female,C10,Bachelor,73534,2015-02-12,,2,2,70580,2
2017-12-01,1925,27,Male,C4,Bachelor,63402,2017-12-15,,2,2,0,1
2016-01-01,1926,30,Male,C26,Master,29575,2015-01-22,,1,1,228120,1
2016-01-01,1927,42,Male,C20,College,32043,2014-12-11,,1,3,5290,1
2016-12-01,1928,28,Male,C13,Bachelor,69939,2016-11-29,,3,3,0,1
2017-01-01,1929,30,Male,C9,Master,66923,2016-12-30,,2,2,0,1
2016-01-01,1930,37,Male,C29,Bachelor,67317,2013-11-28,,1,2,0,1
2016-01-01,1932,27,Female,C7,Bachelor,63898,2015-05-21,,2,2,100440,1
2016-01-01,1933,32,Female,C24,College,40086,2015-10-20,,1,1,0,1
2016-09-01,1934,26,Male,C7,Master,52518,2016-08-29,2016-09-27,2,2,0,1
2016-01-01,1935,31,Male,C8,College,60214,2015-11-09,,1,1,306720,2
2016-01-01,1936,24,Male,C22,Bachelor,25818,2015-09-04,,1,1,0,1
2016-10-01,1937,26,Male,C28,Bachelor,78057,2016-10-06,,3,3,0,2
2017-02-01,1938,36,Male,C15,Master,83455,2017-01-30,,3,3,0,1
2016-01-01,1939,27,Female,C1,Master,55315,2014-11-14,,1,2,577020,2
2017-04-01,1941,27,Female,C7,Master,58533,2017-04-07,,2,2,0,1
2016-09-01,1942,36,Female,C27,Bachelor,61994,2016-09-15,,2,2,0,1
2016-01-01,1944,45,Female,C11,Bachelor,19072,2015-03-12,,1,1,306920,1
2016-07-01,1947,32,Female,C27,College,41973,2016-07-06,,2,2,0,1
2017-09-01,1948,27,Male,C3,Bachelor,29520,2017-09-21,,1,1,0,1
2016-11-01,1949,30,Female,C3,Bachelor,88909,2016-10-29,,3,3,0,1
2017-01-01,1950,26,Female,C3,College,28506,2017-01-10,2017-01-17,2,2,0,1
2016-06-01,1951,30,Male,C29,College,44512,2016-05-30,,3,3,0,1
2016-01-01,1952,27,Male,C10,Master,34020,2014-07-08,,1,1,845530,2
2016-10-01,1954,30,Male,C9,College,49213,2016-10-07,,1,1,0,1
2017-12-01,1955,29,Male,C3,Bachelor,79676,2017-12-11,,3,3,0,1
2017-07-01,1956,36,Male,C14,Bachelor,77645,2017-07-17,,3,3,0,1
2016-01-01,1957,36,Female,C21,College,25678,2012-09-06,,1,2,1086530,2
2016-12-01,1958,27,Female,C25,College,32250,2016-11-30,,1,1,0,1
2016-01-01,1959,35,Male,C26,Master,40099,2015-06-19,,1,1,494500,3
2017-02-01,1960,29,Female,C1,College,59169,2017-02-10,,2,2,0,1
2017-08-01,1962,28,Male,C15,Master,59078,2017-07-31,,3,3,0,1
2017-07-01,1963,32,Male,C11,College,46860,2017-07-17,,2,2,0,1
2017-10-01,1965,36,Male,C19,Bachelor,40118,2017-09-28,,3,3,0,2
2016-01-01,1967,41,Male,C29,College,28059,2015-06-18,,1,1,50000,1
2016-01-01,1968,38,Male,C15,Bachelor,55836,2015-07-13,,1,1,1504210,4
2016-01-01,1970,23,Male,C20,Bachelor,40996,2015-12-21,,2,2,0,1
2017-12-01,1971,25,Male,C16,College,45593,2017-12-20,,2,2,0,1
2017-02-01,1972,29,Female,C18,College,44137,2017-02-01,,1,1,0,1
2016-01-01,1973,36,Male,C14,Bachelor,52011,2015-11-30,,1,1,116400,1
2016-06-01,1975,35,Female,C2,Bachelor,21043,2016-06-20,,1,1,0,1
2016-01-01,1976,31,Female,C20,Master,51181,2015-07-31,2016-01-23,2,2,0,1
2016-09-01,1977,35,Female,C8,College,26145,2016-09-17,,1,1,0,1
2016-01-01,1978,41,Male,C17,College,12553,2015-12-09,2016-01-19,1,1,0,1
2016-01-01,1979,33,Male,C25,Bachelor,18642,2015-09-12,,1,1,0,1
2017-05-01,1980,35,Male,C29,College,42383,2017-05-05,,3,3,0,1
2017-08-01,1981,39,Female,C27,Master,60415,2017-08-18,,2,2,0,1
2016-11-01,1982,33,Female,C1,Bachelor,81936,2016-11-05,,2,2,0,1
2016-01-01,1983,49,Female,C23,Master,76531,2015-07-02,,1,2,608330,2
2016-11-01,1984,35,Male,C7,Bachelor,56702,2016-11-07,,2,2,0,1
2016-01-01,1987,24,Male,C4,Master,67394,2015-10-21,,2,2,1378810,2
2016-06-01,1988,39,Male,C24,College,72499,2016-06-13,,3,3,0,1
2017-01-01,1989,36,Male,C7,Master,76388,2017-01-25,,3,3,0,1
2016-01-01,1990,22,Male,C28,College,48097,2015-05-04,,1,1,302220,3
2016-07-01,1991,30,Male,C20,Master,76425,2016-06-29,,2,2,270000,2
2016-01-01,1992,35,Female,C26,Master,28498,2015-12-26,,1,1,515100,2
2017-03-01,1993,31,Male,C21,College,74953,2017-03-11,,2,2,0,1
2017-07-01,1994,37,Male,C10,Bachelor,46345,2017-07-10,,3,3,0,1
2016-01-01,1995,34,Male,C5,College,54291,2016-01-06,,1,1,0,1
2016-01-01,1996,36,Male,C13,Bachelor,48436,2015-05-23,,1,1,559040,3
2016-01-01,1997,34,Male,C11,Bachelor,42408,2015-05-19,,1,2,108220,2
2016-11-01,1998,35,Male,C15,College,32523,2016-11-07,,2,2,0,1
